CustomerID,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV
1552-TKMXS,36.78724,-119.827813,0,0,1,0,42,1,0,2,1,1,1,1,1,1,0,0,1,20.35,869.9,0,2127
8622-ZLFKO,36.822715,-119.761826,0,0,1,0,6,1,2,1,0,2,0,0,0,2,0,1,2,90.75,512.25,0,4297
6188-UXBBR,36.878709,-119.7645,0,0,1,0,38,1,0,2,1,1,1,1,1,1,1,1,1,20.25,814.75,0,4411
2333-KWEWW,36.732694,-119.783786,1,0,0,0,18,1,0,2,1,1,1,1,1,1,2,0,1,20.05,388.6,0,2782
5702-SKUOB,36.78979,-119.929894,0,0,1,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.6,93.45,0,4580
1134-YWTYF,36.623632,-119.741322,1,0,1,0,27,1,0,0,0,2,0,2,0,0,0,1,2,53.8,1389.85,0,2563
6061-GWWAV,36.793601,-119.761131,1,0,0,1,41,1,0,0,2,2,2,0,2,0,1,0,3,70.2,2894.55,0,5365
0679-TDGAK,36.751489,-119.68072,1,0,1,1,50,1,0,0,2,0,0,2,2,2,1,0,2,75.5,4025.6,0,5141
6585-WCEWR,36.757345,-119.818274,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,2,20.35,1354.4,0,4949
9067-YGSCA,36.64152,-121.622188,0,0,0,0,70,1,2,2,1,1,1,1,1,1,1,0,1,26.05,1856.4,0,4467
9067-SQTNS,36.667794,-121.601306,1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,0,0,20.6,926.0,0,2471
1776-SPBWV,36.77462,-121.664714,0,0,1,1,34,1,0,2,1,1,1,1,1,1,1,1,0,20.1,682.1,0,2272
8735-SDUFN,36.624338,-121.615669,0,1,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.3,1778.7,0,4397
9668-PUGNU,36.092975,-121.549826,1,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,2,24.5,1816.2,0,4058
9405-GPBBG,36.554618,-121.922239,0,0,0,0,64,1,2,1,0,2,2,2,2,2,2,1,1,110.5,7069.25,0,5718
1926-QUZNN,36.460611,-121.852507,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,25.25,1841.2,0,4551
7016-NVRIC,36.596271,-121.442274,1,1,1,0,29,1,0,1,2,0,2,0,0,2,1,0,0,90.1,2656.7,0,3553
5829-NVSQN,36.52588,-121.396719,0,0,1,0,23,1,0,0,2,0,2,2,0,2,1,1,0,68.75,1689.45,0,3519
9565-AXSMR,36.248708,-121.386617,1,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.2,1054.75,0,4203
8869-LIHMK,36.220761,-120.980777,0,0,0,0,64,1,2,1,2,2,2,2,2,2,2,1,0,115.1,7334.05,0,5213
0447-RXSGD,36.362741,-121.869685,1,0,0,0,24,1,2,1,0,2,0,0,2,2,0,1,0,99.65,2404.85,0,5207
4927-WWOOZ,36.618337,-121.926417,1,0,1,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.45,171.45,0,4889
5788-YPOEG,36.587497,-121.944815,0,0,1,1,34,1,0,0,2,2,2,2,2,2,2,0,3,84.75,2839.45,0,2020
0661-KBKPA,36.625114,-121.823565,1,0,1,1,53,1,2,0,0,0,2,2,2,2,1,1,3,78.75,3942.45,0,5052
9081-WWXKP,36.414216,-121.360597,0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,1,20.25,873.4,0,2070
0784-ZQJZX,36.624641,-121.647195,1,0,0,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.9,1529.65,0,5730
3133-PZNSR,37.509366,-122.306132,1,0,1,1,72,1,2,1,2,2,0,2,0,2,2,1,1,97.75,6991.6,0,4054
0722-SVSFK,37.45567,-122.407992,0,0,0,0,7,1,0,1,0,0,2,2,2,2,0,1,2,100.4,715.0,0,5041
3612-YVGSJ,37.285677,-122.224165,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.45,1681.6,0,4742
9825-YCXWZ,37.266388,-122.26308,0,1,0,0,41,1,0,1,0,0,2,2,2,2,1,1,0,101.1,4016.2,0,2227
5397-NSKQG,37.349546,-122.134356,1,0,1,1,67,0,1,0,2,0,0,0,2,2,2,0,1,50.9,3281.65,0,5281
8565-HBFNN,37.352911,-122.093002,1,0,1,0,69,1,2,1,2,2,2,2,0,2,1,1,1,107.2,7317.1,0,5935
2000-DHJUY,37.449551,-122.183762,0,1,1,0,70,1,2,0,2,2,2,2,2,2,2,1,0,92.2,6474.45,0,5264
8670-ERCJH,37.369709,-122.215844,1,0,0,0,72,1,2,1,2,2,2,2,2,2,2,0,0,113.4,8164.1,0,6347
7758-UJWYS,37.601248,-122.403099,1,0,1,1,34,0,1,0,0,0,0,2,2,0,2,1,2,40.55,1325.85,0,3897
2050-ONYDQ,37.540582,-122.509594,0,0,1,1,65,1,2,2,1,1,1,1,1,1,2,0,1,26.0,1654.85,0,5352
7055-JCGNI,37.515556,-122.502311,0,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,1,111.95,7795.95,0,4182
0739-UUAJR,37.380662,-122.086022,0,0,1,1,72,0,1,0,2,0,2,0,2,2,2,1,1,53.8,3952.45,0,4954
4826-DXMUP,37.388349,-122.075299,1,0,0,1,35,1,0,0,0,0,0,2,2,2,1,1,3,72.1,2495.15,0,5510
7285-KLOTR,37.573633,-122.455167,0,0,1,0,12,1,2,0,2,0,2,0,2,2,1,0,2,78.85,876.75,0,2495
0654-PQKDW,37.22565,-122.297533,0,0,1,1,62,1,0,0,2,0,2,2,2,0,1,1,0,70.75,4263.45,0,4133
7175-NTIXE,37.461251,-122.235414,0,0,0,0,25,1,0,0,2,0,0,2,2,2,0,1,1,76.15,1992.95,0,3955
7963-SHNDT,37.410567,-122.297152,0,0,0,0,52,0,1,0,2,2,0,2,0,0,2,0,3,39.1,1982.1,0,4247
9796-BPKIW,37.499411,-122.196318,1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,1,69.95,562.7,0,2939
0188-GWFLE,37.527497,-122.230941,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.05,33.7,0,4978
8129-GMVGI,37.624436,-122.430661,0,0,1,1,56,1,0,2,1,1,1,1,1,1,2,0,3,20.05,1090.1,0,5172
2882-DDZPG,37.497915,-122.267361,0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,0,19.45,227.45,0,4862
3547-LQRIK,37.331762,-122.341444,0,0,1,0,47,1,2,2,1,1,1,1,1,1,1,0,2,26.9,1250.85,0,2382
9137-NOQKA,37.654436,-122.426468,1,1,0,0,2,1,0,2,1,1,1,1,1,1,0,0,2,19.2,37.2,0,4577
5843-TTHGI,37.378541,-122.020456,0,0,0,0,18,1,0,0,0,0,2,0,0,0,0,1,3,50.0,892.7,0,4952
1849-RJYIG,37.3511,-122.037311,0,0,0,0,8,1,0,0,2,0,0,0,2,0,0,1,2,60.0,487.75,0,5862
8868-GAGIO,37.421633,-122.009613,1,0,1,0,45,1,2,1,2,0,2,0,0,0,0,1,3,84.55,3713.95,0,3289
4061-UKJWL,37.7795,-122.419233,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,45.45,141.7,0,3666
5380-XPJNZ,37.773147,-122.411287,0,0,0,0,38,1,0,2,1,1,1,1,1,1,1,0,3,20.05,678.2,0,4539
8263-QMNTJ,37.791222,-122.402241,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,2,115.55,8425.3,0,5890
3230-JCNZS,37.768881,-122.395521,0,0,1,1,71,1,2,1,2,2,2,0,2,0,2,1,1,99.0,7061.65,0,4305
0277-ORXQS,37.791998,-122.408653,1,0,1,1,66,0,1,0,0,0,0,2,2,2,2,0,0,50.55,3364.55,0,4652
7996-BPXHY,37.801776,-122.402293,0,0,1,1,13,1,2,2,1,1,1,1,1,1,2,1,0,25.0,332.5,0,4734
3227-WLKLI,37.720498,-122.443119,0,0,1,1,65,1,2,0,2,2,2,2,2,2,2,0,0,91.55,5963.95,0,4921
2266-FUBDZ,37.786031,-122.437301,1,0,1,1,15,1,0,2,1,1,1,1,1,1,2,0,3,19.35,278.85,0,2742
8237-ULIXL,37.74441,-122.486764,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,24.85,1871.85,0,4067
8216-AZUUZ,37.781304,-122.461522,0,0,1,1,42,1,0,1,0,0,2,2,2,2,2,1,2,100.4,4303.65,0,3265
9153-BTBVV,37.776718,-122.495781,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,25.0,1753.0,0,4066
5186-PEIZU,37.731505,-122.384532,0,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,19.25,617.65,0,4988
1074-AMIOH,37.736535,-122.45732,0,0,1,1,53,1,0,1,0,2,2,2,2,2,0,1,0,108.25,5935.1,0,5989
4361-FEBGN,37.746699,-122.442833,1,0,0,0,48,1,0,2,1,1,1,1,1,1,2,0,1,20.15,982.95,0,4399
7748-UMTRK,37.722302,-122.491129,0,1,0,1,30,1,2,1,0,0,0,2,2,2,0,1,2,101.3,2974.5,0,2440
0380-ZCSBI,37.802071,-122.411004,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,1,20.0,198.7,0,2411
7145-FEJWU,37.721052,-122.413573,0,0,0,1,12,1,2,1,0,2,2,0,2,2,0,1,2,105.3,1275.65,0,5913
6463-MVYRY,37.444314,-122.149996,0,1,0,0,57,1,0,0,2,0,2,2,2,0,2,0,0,69.85,4003.0,0,4759
3969-JQABI,37.45809,-122.115398,0,0,1,0,58,1,0,0,2,2,0,0,2,0,0,1,1,65.25,3791.6,0,5912
9624-EGDEQ,37.386978,-122.177746,0,0,0,0,37,1,0,2,1,1,1,1,1,1,2,0,3,19.8,813.3,0,5336
1051-EQPZR,37.424342,-122.165641,0,0,1,1,44,1,0,2,1,1,1,1,1,1,0,0,3,19.6,780.25,0,5584
5849-ASHZJ,37.416159,-122.131337,1,0,0,1,27,1,0,2,1,1,1,1,1,1,1,0,1,20.05,552.9,0,2400
5780-INQIK,37.590421,-122.306467,0,0,0,0,8,1,0,0,0,0,0,2,0,0,0,0,2,49.4,408.25,0,2907
4526-ZJJTM,37.538309,-122.305109,0,1,1,0,25,1,0,1,0,2,2,0,0,2,0,0,0,88.4,2191.15,0,4849
8384-FZBJK,37.556094,-122.272437,0,0,1,1,57,1,2,1,0,2,0,0,2,2,0,1,2,100.6,5611.7,0,6351
3750-RNQKR,37.774633,-122.274434,0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,19.45,246.25,0,4788
0962-CQPWQ,37.724817,-122.224363,0,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,0,20.3,1296.15,0,4574
3096-YXENJ,37.791481,-121.903253,0,0,1,0,65,1,2,1,0,2,2,2,2,2,2,1,0,107.65,7082.85,0,4193
1265-BCFEO,37.855717,-121.994813,0,0,1,0,71,1,2,0,0,0,2,2,2,2,2,1,0,80.45,5662.25,0,4518
5837-LXSDN,38.542448,-122.419923,0,0,1,1,21,1,0,0,0,2,0,0,2,0,1,1,1,58.85,1215.45,0,2845
5945-AZYHT,37.980057,-121.801599,1,0,1,0,71,1,2,1,2,2,2,0,2,2,1,1,2,109.6,7854.15,0,4564
8325-QRPZR,38.113533,-122.11926,0,0,0,0,7,1,0,1,0,0,2,0,0,0,0,1,2,75.15,525.0,0,4216
6384-VMJHP,38.050558,-121.646924,0,0,0,0,72,1,0,0,2,2,2,2,0,2,2,1,1,73.0,5265.2,0,5127
2262-SLNVK,38.140719,-121.838298,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.1,70.1,0,2475
7730-CLDSV,37.908242,-121.682472,0,0,1,1,72,1,2,1,0,2,2,2,0,2,2,1,0,98.65,7129.45,0,4616
1135-HIORI,37.83323,-121.601461,0,0,1,1,64,1,2,1,0,2,2,2,2,2,1,1,2,111.45,7266.95,0,5129
0164-APGRB,38.629618,-122.593216,0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,2,114.9,8496.7,0,4589
6481-ESCNL,37.881842,-121.848111,0,0,0,0,29,1,2,1,0,0,2,0,2,2,0,0,0,100.55,2878.75,0,4847
1790-NESIO,37.950248,-122.022455,0,0,0,0,13,1,0,2,1,1,1,1,1,1,2,1,3,20.4,261.3,0,4883
1550-EENBN,37.990118,-122.012188,0,0,0,0,31,1,2,1,2,2,0,0,2,2,0,0,2,104.35,3205.6,0,5320
8198-RKSZG,37.924838,-122.289145,0,0,1,1,14,1,2,0,0,2,0,2,2,2,0,0,1,80.45,1137.05,0,5772
9297-EONCV,37.572273,-121.964583,0,0,0,0,72,1,2,0,2,2,2,2,2,2,2,1,0,91.35,6697.2,0,5378
1069-QJOEE,37.674002,-122.076796,1,0,1,1,25,1,0,2,1,1,1,1,1,1,1,0,2,19.9,505.45,0,4134
7799-DSEWS,37.639215,-122.037554,1,0,0,0,18,1,0,0,2,0,2,2,2,0,0,1,2,68.35,1299.8,0,5993
8766-PAFNE,37.62984,-122.120843,1,0,1,0,71,1,0,0,0,2,2,2,2,2,2,1,1,79.1,5564.85,0,5872
5315-CKEQK,37.708327,-122.083473,1,1,1,1,28,1,2,0,0,0,0,0,0,0,1,1,2,51.0,1381.8,0,5195
3130-ICDUP,37.991259,-122.214945,0,0,0,1,2,1,2,1,2,0,0,0,0,0,0,0,1,80.55,188.1,0,5346
0820-FNRNX,37.907777,-122.127161,1,0,1,1,17,1,2,0,0,2,2,2,0,0,0,1,3,66.7,1077.05,0,2814
0880-FVFWF,37.571748,-121.659562,1,0,0,0,56,1,2,1,2,2,0,0,0,0,0,1,2,86.4,4922.4,0,4449
4611-ANLQC,37.722727,-122.02157,0,0,1,0,60,0,1,0,2,2,2,0,0,2,1,0,2,50.05,2911.5,0,5493
4213-HKBJO,38.014457,-122.115432,0,0,0,0,33,1,2,2,1,1,1,1,1,1,2,0,1,25.7,826.1,0,3378
2792-LSHWX,37.555473,-122.080312,0,0,0,0,1,1,0,1,2,2,0,2,0,0,0,1,3,83.4,83.4,0,5960
0014-BMAQU,38.489789,-122.27011,1,0,1,0,63,1,2,1,2,0,0,2,0,0,2,1,1,84.65,5377.8,0,4604
9018-PCIOK,37.504133,-122.032347,0,0,0,0,55,1,0,0,0,2,2,0,0,2,2,1,3,64.75,3617.1,0,4634
4837-QUSFT,37.999406,-121.686241,0,0,1,0,65,1,2,1,2,2,0,2,2,0,1,1,0,100.15,6643.5,0,4915
9953-ZMKSM,37.996462,-122.293716,1,0,0,0,63,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1559.3,0,4530
0907-HQNTS,38.006047,-121.916834,0,1,1,0,70,1,2,1,2,2,2,2,2,2,2,1,1,113.0,7987.6,0,4588
7665-NKLAV,37.633361,-121.862395,0,0,1,1,36,0,1,0,2,0,2,2,0,0,2,0,1,40.65,1547.35,0,2564
4391-LNRXK,38.035707,-122.196821,1,0,0,0,22,1,0,1,0,2,2,2,0,2,0,1,0,94.95,2142.8,0,4242
8250-ZNGGW,38.148862,-121.737696,0,1,0,0,5,1,0,0,2,2,0,2,0,0,0,0,1,59.9,287.85,0,3662
8562-GHPPI,37.717196,-122.159338,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.8,19.8,0,3129
5893-PYOLZ,37.704384,-122.126703,1,0,0,0,56,1,0,0,0,2,2,2,2,2,2,1,1,81.8,4534.45,0,4399
4986-MXSFP,37.687264,-122.15728,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.0,40.9,0,2237
6131-FOYAS,37.676249,-122.132415,1,0,0,0,35,1,2,0,2,0,2,0,0,0,0,1,2,59.6,2094.9,0,2187
3027-YNWZU,37.766556,-121.976784,0,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,1,25.0,1584.8,0,5538
5609-IMCGG,38.197907,-122.017258,0,0,0,0,15,1,2,1,2,0,2,0,0,0,0,1,1,84.35,1302.65,0,3314
4727-MCYZG,37.59485,-122.051521,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,55.55,55.55,0,2207
9481-WHGWY,37.685052,-121.912061,0,0,1,1,70,1,0,0,2,0,0,2,2,2,2,0,1,75.35,5437.75,0,6477
4328-VUFWD,38.105733,-122.186338,0,0,0,0,39,1,0,0,0,0,0,2,0,2,1,0,2,59.3,2209.15,0,5843
3301-LSLWQ,38.093701,-122.276589,0,0,0,0,29,1,2,0,2,0,0,0,0,2,0,1,2,66.1,1912.15,0,5590
7473-ZBDSN,37.862128,-122.075197,0,0,1,1,14,1,0,2,1,1,1,1,1,1,2,0,3,18.8,255.55,0,5751
3166-PNEOF,37.900662,-122.052782,0,0,0,0,61,1,2,0,2,0,2,2,2,2,2,0,1,86.45,5175.3,0,4471
5639-NTUPK,37.916648,-122.008483,1,0,0,1,13,1,0,0,2,0,0,0,0,0,0,1,1,52.1,670.65,0,4929
8780-YRMTT,38.421458,-122.365048,0,0,0,0,66,0,1,0,2,2,2,2,0,0,2,1,3,47.4,3177.25,0,6435
5140-FOMCQ,37.803883,-122.208417,0,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,1,109.15,6557.75,0,5186
6242-SGYTS,37.739113,-122.175602,1,0,1,1,62,1,2,1,2,2,0,0,2,0,1,1,1,94.95,5791.85,0,4262
8166-ORCHU,37.758019,-122.138678,1,1,1,0,33,1,0,1,2,2,0,2,0,2,1,1,2,93.55,3055.5,0,4414
8414-OOEEL,37.792489,-122.244314,1,0,0,1,66,1,0,0,0,2,2,2,2,2,2,1,1,79.5,5196.1,0,4285
8454-AATJP,37.80707,-122.297401,0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,0,1,115.05,8405.0,0,5905
4531-AUZNK,37.808731,-122.238708,0,0,1,1,51,1,2,1,2,0,0,2,2,0,1,1,3,95.15,5000.05,0,6492
4191-XOVOM,37.828416,-122.216005,1,0,0,0,63,1,2,1,0,2,0,2,2,2,0,0,2,105.4,6713.2,0,4551
2150-OEGBV,37.809014,-122.269739,1,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,0,20.1,562.6,0,3428
1855-CFULU,37.787186,-122.14633,0,1,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.05,91.45,0,3460
4878-BUNFV,37.750553,-122.197175,1,0,1,1,42,1,0,2,1,1,1,1,1,1,2,0,3,20.7,828.85,0,5320
1872-EBWSC,37.866009,-122.286228,0,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,20.35,617.35,0,4840
7026-YMSBE,37.871416,-122.246597,1,0,0,0,30,1,0,2,1,1,1,1,1,1,1,0,3,19.7,625.05,0,3302
6997-UVGOX,37.890274,-122.295192,1,0,1,1,71,1,0,0,2,2,2,2,2,2,2,0,0,85.45,6029.9,0,5394
9674-EHPPG,37.897753,-122.279391,1,0,1,0,46,0,1,0,2,0,2,2,0,0,2,0,1,40.4,1842.7,0,2519
5440-VHLUL,37.872902,-122.303708,1,0,0,0,69,1,2,1,0,2,0,2,2,2,1,1,0,105.2,7386.05,0,6247
5781-BKHOP,37.945288,-122.383941,0,0,1,0,72,1,2,1,2,2,2,0,2,0,2,0,0,100.65,7334.05,0,6380
5213-TWWJU,37.921034,-122.341798,1,0,0,0,28,1,0,1,0,0,2,2,0,2,0,0,2,91.0,2626.15,0,2448
8628-MFKAX,37.980269,-122.342635,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,116.75,8277.05,0,5098
7629-WIXZF,38.018065,-122.546024,0,0,0,0,7,1,0,0,2,0,0,0,0,2,1,1,2,59.1,369.25,0,4770
5445-GLVOT,37.946617,-122.563571,0,0,0,0,22,1,0,0,2,0,0,0,0,0,0,1,2,49.8,1049.05,0,4667
3976-HXHCE,37.885629,-122.46858,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.3,1414.8,0,4722
2466-NEJOJ,38.343282,-122.9755,1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,0,1,19.65,169.75,0,4535
0254-KCJGT,38.377165,-123.037957,1,0,1,0,52,1,2,0,2,2,2,2,0,2,1,1,1,81.4,4354.45,0,4628
5472-CVMDX,37.943087,-122.72379,0,0,0,0,68,0,1,0,2,0,2,2,0,0,2,0,3,38.9,2719.2,0,5278
6461-SZMCV,37.924014,-122.511694,0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,87.95,6365.35,0,4278
8150-QUDFX,38.34719,-122.697822,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.85,51.6,0,3300
9508-ILZDG,38.24458,-122.956268,0,1,0,0,34,1,2,1,0,2,0,2,2,0,0,1,2,96.35,3190.25,0,5425
2346-DJQTB,37.971751,-122.611873,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,2,24.15,812.5,0,5097
1697-LYYYX,38.326215,-122.718742,0,0,1,1,61,1,0,2,1,1,1,1,1,1,1,0,1,19.1,1143.8,0,4376
1942-OQFRW,38.010092,-122.689442,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0,44.0,0,2785
9640-ZSLDC,38.021772,-122.691744,0,0,1,1,53,1,0,0,0,0,2,0,0,2,1,0,1,60.6,3297.0,0,4854
4231-LZUYM,37.937082,-122.532369,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,25.65,1887.0,0,5613
6128-AQBMT,38.065359,-122.665566,1,1,1,0,41,0,1,0,0,2,2,0,2,2,0,1,2,53.95,2215.4,0,3920
3594-BDSOA,38.112166,-122.634384,0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,1,20.4,482.8,0,3071
5133-VRSAB,38.052209,-122.775567,1,0,0,0,8,0,1,0,2,0,0,0,0,0,0,0,3,29.35,216.45,0,5369
5996-DAOQL,38.325599,-122.642352,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.45,20.45,0,2184
6838-YAUVY,38.237018,-122.77872,0,0,0,0,54,1,2,1,0,0,2,2,0,2,2,1,0,95.1,5064.85,0,4825
0484-JPBRU,38.235021,-122.557332,1,0,0,0,41,1,2,2,1,1,1,1,1,1,0,1,0,25.25,996.45,0,3461
7883-ROJOC,38.060264,-122.830646,0,0,1,0,19,1,0,0,0,0,0,0,0,0,0,0,3,44.9,839.65,0,5842
0244-LGNFY,37.99272,-122.575026,0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,0,92.65,6733.0,0,6342
7274-CGTOD,38.00474,-122.663717,1,0,0,0,62,0,1,0,2,2,2,2,0,0,2,1,0,43.7,2618.3,0,5254
4295-YURET,37.942551,-122.491642,0,1,1,1,56,1,0,0,2,0,0,2,2,2,2,1,1,72.6,4084.35,0,6357
4635-EJYPD,38.240769,-122.901041,1,0,1,1,32,1,0,2,1,1,1,1,1,1,2,0,3,18.95,613.95,0,4735
1866-ZSLJM,38.339996,-122.935056,1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,1,20.5,402.85,0,5654
4636-TVXVG,38.005839,-122.638155,1,0,1,1,62,1,0,2,1,1,1,1,1,1,1,0,0,19.95,1244.8,0,4803
4236-UJPWO,37.449537,-121.994813,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,24.5,46.4,0,5786
9392-XBGTD,37.013471,-121.877877,1,0,0,1,27,1,0,2,1,1,1,1,1,1,2,0,3,20.6,581.85,0,2924
6402-SSEJG,37.078873,-122.090386,0,0,0,0,25,0,1,0,2,2,2,0,2,2,1,0,2,61.05,1540.2,0,3695
1169-SAOCL,37.106902,-122.100006,1,0,0,0,49,1,2,1,0,2,0,2,2,2,1,1,0,106.65,5168.1,0,5154
1110-KYLGQ,37.279689,-121.954567,0,0,0,0,63,1,2,1,2,2,2,0,2,2,0,0,1,108.25,6780.1,0,5331
9929-PLVPA,36.977025,-121.952864,0,0,0,1,4,1,0,2,1,1,1,1,1,1,0,0,1,20.4,94.5,0,4929
3518-PZXZQ,36.784481,-121.759054,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,3,55.3,55.3,0,2849
2371-JUNGC,37.306612,-122.080621,1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,3,20.25,208.0,0,4032
7693-QPEFS,37.114335,-122.237162,1,1,0,0,52,1,2,1,0,0,0,0,0,0,0,1,0,72.95,3829.75,0,4368
0924-BJCRC,37.089111,-122.062213,0,1,1,0,60,1,2,1,0,2,0,0,0,2,0,0,2,89.45,5294.6,0,4340
5074-FBGHB,36.936228,-121.785559,1,0,0,0,64,1,2,1,0,0,2,2,2,2,1,1,1,104.65,6889.8,0,6443
2351-BKRZW,37.03889,-121.528955,0,0,1,1,43,1,0,0,2,0,2,0,2,2,2,0,0,75.2,3254.35,0,3976
4455-BFSPD,36.875409,-121.279679,0,0,1,0,61,1,2,1,0,0,0,2,2,2,1,0,0,101.15,6383.9,0,5177
3948-KXDUF,37.160194,-121.945611,1,0,0,0,66,1,2,0,2,2,2,2,0,0,2,0,0,68.75,4447.55,0,5454
2323-ARSVR,37.441931,-121.878502,1,0,1,0,67,1,0,1,2,2,2,2,2,2,2,1,2,111.05,7321.05,0,6103
0815-MFZGM,37.161544,-121.649371,0,0,1,0,42,1,0,1,0,0,2,2,2,2,2,1,1,99.0,4135.0,0,4545
5480-XTFFL,37.051166,-122.056194,0,0,1,1,31,1,0,2,1,1,1,1,1,1,2,0,3,21.0,697.7,0,5225
8295-FHIVV,36.525703,-120.952122,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.4,168.65,0,5873
9086-YJYXS,37.084697,-121.606417,1,0,1,1,34,1,2,0,0,0,2,0,2,2,1,0,0,77.2,2753.8,0,3997
1179-INLAT,37.351214,-121.952417,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,1,3,19.45,69.25,0,2787
7909-FIOIY,37.348129,-121.98469,0,0,1,1,19,0,1,0,0,0,0,0,0,0,0,1,3,24.85,434.8,0,2958
6351-SCJKT,36.974575,-121.991149,1,0,0,0,3,0,1,0,2,0,2,2,0,0,0,0,3,41.35,107.25,0,5534
5468-BPMMO,37.007882,-122.065975,1,0,1,0,46,1,0,2,1,1,1,1,1,1,0,0,2,19.6,851.2,0,5092
0197-PNKNK,37.070177,-122.010077,0,0,1,1,69,1,2,1,2,0,2,0,0,0,1,0,0,84.45,5848.6,0,5629
2439-QKJUL,37.257772,-122.051824,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.25,109.8,0,5064
1194-SPVSP,37.023669,-121.946461,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.65,19.65,0,3625
9534-NSXEM,36.931654,-121.752383,1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,1,1,20.65,595.5,0,2194
8929-KSWIH,37.284265,-121.827673,1,0,0,0,25,1,0,1,0,0,2,2,2,2,2,0,0,99.3,2513.5,0,3847
2250-IVBWA,37.343827,-121.883119,1,0,1,1,64,1,0,1,2,2,0,0,0,0,0,0,2,81.05,5135.35,0,5168
1810-MVMAI,37.333851,-121.891147,1,0,1,1,30,1,2,0,2,2,2,2,0,0,0,0,2,67.6,2000.2,0,4104
9506-UXUSK,37.350284,-121.852855,1,0,0,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.15,931.75,0,4599
1229-RCALF,37.311088,-121.961786,0,0,1,0,64,1,2,1,2,2,2,2,2,2,1,1,2,115.0,7396.15,0,5189
3572-UOLYZ,37.255479,-121.889838,0,0,0,1,46,1,2,1,0,0,2,2,0,0,0,1,0,84.8,3958.85,0,5756
